Cl.Ord.Id,Instrument,Side,Exec. Status,Quantity,Price
40,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.951,
41,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.951,
40,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.951,
42,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.951,
39,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.951,
42,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.951,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.951,
43,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.951,
44,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.951,
45,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.951,
44,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.951,
46,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.951,
47,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.951,Invalid price
48,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.951,
49,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.951,
50,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.952,Invalid instrument
51,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.952,
52,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.952,
53,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.952,
48,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.952,
53,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.952,
44,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.952,
54,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.952,
55,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.952,
56,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.952,
55,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.952,
57,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.952,
54,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.952,
57,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.952,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.952,
58,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.952,
59,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.952,
60,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.952,
59,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.952,
61,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.952,
62,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.952,Invalid price
63,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.952,
64,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.952,
65,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.952,Invalid instrument
66,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.952,
67,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.952,
68,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.952,
63,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.952,
68,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.952,
59,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.952,
69,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.952,
70,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.952,
71,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.952,
70,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.952,
72,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.952,
69,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.952,
72,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.952,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.952,
73,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.952,
74,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.952,
75,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.952,
74,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.952,
76,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.952,
77,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.952,Invalid price
78,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.952,
79,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.952,
80,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.952,Invalid instrument
81,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.952,
82,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.952,
83,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.952,
78,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.952,
83,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.952,
74,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.952,
84,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.952,
85,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.952,
86,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.952,
85,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.952,
87,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.952,
84,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.952,
87,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.952,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.952,
88,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.952,
89,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.952,
90,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.952,
89,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.952,
91,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.952,
92,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.952,Invalid price
93,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.953,
94,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.953,
95,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.953,Invalid instrument
96,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.953,
97,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.953,
98,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.953,
93,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.953,
98,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.953,
89,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.953,
99,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.953,
100,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.953,
101,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.953,
100,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.953,
102,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.953,
99,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.953,
102,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.953,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.953,
103,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.953,
104,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.953,
105,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.953,
104,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.953,
106,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.953,
107,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.953,Invalid price
108,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.953,
109,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.953,
110,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.953,Invalid instrument
111,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.953,
112,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.953,
113,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.953,
108,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.953,
113,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.953,
104,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.953,
114,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.953,
115,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.953,
116,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.953,
115,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.953,
117,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.953,
114,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.953,
117,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.953,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.953,
118,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.953,
119,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.953,
120,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.953,
119,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.953,
121,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.953,
122,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.953,Invalid price
123,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.953,
124,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.953,
125,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.953,Invalid instrument
126,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.953,
127,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.953,
128,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.953,
123,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.953,
128,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.953,
119,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.953,
129,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.953,
130,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.953,
131,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.953,
130,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.953,
132,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.953,
129,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.953,
132,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.953,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.953,
133,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.953,
134,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.953,
135,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.954,
134,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.954,
136,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.954,
137,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.954,Invalid price
138,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.954,
139,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.954,
140,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.954,Invalid instrument
141,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.954,
142,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.954,
143,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.954,
138,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.954,
143,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.954,
134,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.954,
144,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.954,
145,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.954,
146,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.954,
145,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.954,
147,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.954,
144,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.954,
147,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.954,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.954,
148,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.954,
149,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.954,
150,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.954,
149,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.954,
151,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.954,
152,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.954,Invalid price
153,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.954,
154,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.954,
155,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.954,Invalid instrument
156,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.954,
157,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.954,
158,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.954,
153,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.954,
158,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.954,
149,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.954,
159,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.954,
160,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.954,
161,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.954,
160,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.954,
162,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.954,
159,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.954,
162,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.954,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.954,
163,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.954,
164,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.954,
165,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.954,
164,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.954,
166,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.954,
167,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.954,Invalid price
168,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.954,
169,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.954,
170,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.954,Invalid instrument
171,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.954,
172,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.954,
173,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.954,
168,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.954,
173,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.954,
164,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.954,
174,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.955,
175,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.955,
176,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.955,
175,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.955,
177,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.955,
174,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.955,
177,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.955,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.955,
178,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.955,
179,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.955,
180,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.955,
179,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.955,
181,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.955,
182,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.955,Invalid price
183,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.955,
184,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.955,
185,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.955,Invalid instrument
186,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.955,
187,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.955,
188,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.955,
183,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.955,
188,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.955,
179,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.955,
189,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.955,
190,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.955,
191,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.955,
190,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.955,
192,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.955,
189,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.955,
192,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.955,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.955,
193,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.955,
194,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.955,
195,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.955,
194,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.955,
196,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.955,
197,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.955,Invalid price
198,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.955,
199,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.955,
200,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.955,Invalid instrument
201,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.955,
202,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.955,
203,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.955,
198,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.955,
203,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.955,
194,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.955,
204,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.955,
205,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.955,
206,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.955,
205,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.955,
207,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.955,
204,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.955,
207,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.955,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.955,
208,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.955,
209,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.955,
210,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.955,
209,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.955,
211,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.955,
212,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.955,Invalid price
213,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.955,
214,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.955,
215,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.956,Invalid instrument
216,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.956,
217,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.956,
218,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.956,
213,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.956,
218,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.956,
209,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.956,
219,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.956,
220,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.956,
221,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.956,
220,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.956,
222,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.956,
219,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.956,
222,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.956,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.956,
223,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.956,
224,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.956,
225,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.956,
224,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.956,
226,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.956,
227,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.956,Invalid price
228,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.956,
229,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.956,
230,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.956,Invalid instrument
231,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.956,
232,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.956,
233,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.956,
228,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.956,
233,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.956,
224,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.956,
234,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.956,
235,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.956,
236,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.956,
235,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.956,
237,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.956,
234,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.956,
237,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.956,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.956,
238,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.956,
239,aa27,Rose,2,New,120,50,2023-05-27 19:03:15.956,
240,aa28,Rose,1,Fill,80,50,2023-05-27 19:03:15.956,
239,aa27,Rose,2,pfill,80,50,2023-05-27 19:03:15.956,
241,aa13,Rose,2,New,100,55,2023-05-27 19:03:15.956,
242,aa14,Rose,1,Rejected,100,12p,2023-05-27 19:03:15.956,Invalid price
243,aa15,Rose,2,New,100,45,2023-05-27 19:03:15.956,
244,aa16,Rose,1,New,200,4,2023-05-27 19:03:15.956,
245,aa17,Royse,2,Rejected,100,15,2023-05-27 19:03:15.956,Invalid instrument
246,aa18,Rose,2,New,100,65,2023-05-27 19:03:15.956,
247,aa19,Rose,1,New,100,1,2023-05-27 19:03:15.956,
248,aa20,Rose,1,pfill,100,45,2023-05-27 19:03:15.956,
243,aa15,Rose,2,Fill,100,45,2023-05-27 19:03:15.956,
248,aa20,Rose,1,Fill,100,50,2023-05-27 19:03:15.956,
239,aa27,Rose,2,Fill,40,50,2023-05-27 19:03:15.956,
249,aa22,Rose,1,New,280,20,2023-05-27 19:03:15.956,
250,aa23,Rose,2,New,300,35,2023-05-27 19:03:15.956,
251,aa24,Rose,1,Fill,300,35,2023-05-27 19:03:15.956,
250,aa23,Rose,2,Fill,300,35,2023-05-27 19:03:15.956,
252,aa25,Rose,2,pfill,280,20,2023-05-27 19:03:15.956,
249,aa22,Rose,1,Fill,280,20,2023-05-27 19:03:15.956,
252,aa25,Rose,2,Fill,20,4,2023-05-27 19:03:15.956,
4,aa16,Rose,1,pfill,20,4,2023-05-27 19:03:15.956,
253,aa26,Rose,1,New,100,1,2023-05-27 19:03:15.956,
